13.25, 0.39, 7.25, 18.75
13.25, 0.39, 7.25, 18.75
13.25, 0.38, 7.25, 18.75
13.25, 0.38, 7.25, 18.75
13.25, 0.37, 7.25, 18.5
13.25, 0.37, 7.25, 18.5
13.25, 0.36, 7.25, 18.5
13.25, 0.35, 7.25, 18.5
13.25, 0.35, 7.25, 18.5
13.25, 0.34, 7.5, 18.5
13.25, 0.34, 7.5, 18.25
13.25, 0.33, 7.5, 18.25
13.25, 0.33, 7.5, 18.25
13.25, 0.32, 7.75, 18.25
13, 0.31, 7.75, 18.25
13, 0.31, 7.75, 18.25
13.25, 0.3, 7.75, 18.25
13.25, 0.29, 7.75, 18
12.5, 0.29, 7.75, 18
12.75, 0.28, 7.75, 18
12.75, 0.28, 7.75, 18
13, 0.28, 7.75, 18
12.75, 0.27, 8, 18
12.75, 0.26, 8, 18
12.75, 0.26, 8, 18
12.75, 0.25, 8, 18
12.75, 0.25, 8, 18
12.75, 0.24, 8, 18
12.75, 0.24, 8, 18
12.75, 0.23, 8, 18
12.75, 0.23, 8, 18



